281	24
282	18
283	12
284	19
285	21
286	14
287	18
288	17
289	13
290	18
291	10
292	14
293	16
294	17
295	21
296	16
297	13
298	19
299	19
300	18
301	17
302	14
303	15
304	17
305	14
306	21
307	10
308	16
309	10
310	20
311	22
312	21
313	9
314	14
315	10
316	14
317	23
318	12
319	9
320	17
321	12
322	10
323	14
324	14
325	13
326	13
327	15
328	18
329	20
330	11
331	11
332	11
333	12
334	17
335	13
336	12
337	13
338	12
339	24
340	14
341	7
342	14
343	11
344	12
345	11
346	11
347	13
348	10
349	11
350	9
351	21
352	11
353	15
354	7
355	14
356	15
357	11
358	12
359	5
360	5
361	7
362	12
363	10
364	15
365	8
366	5
367	9
368	4
369	12
370	11
371	9
372	7
373	12
374	13
375	8
376	13
377	6
378	9
379	7
380	11
381	16
382	10
383	6
384	16
385	12
386	12
387	8
388	10
389	6
390	8
391	7
392	16
393	13
394	11
395	11
396	6
397	9
398	2
399	6
400	9
401	6
402	15
403	9
404	5
405	9
406	8
407	6
408	11
409	5
410	4
411	4
412	10
413	7
414	9
415	15
416	9
417	5
418	3
419	10
420	2
421	7
422	6
423	9
424	3
425	6
426	8
427	4
428	10
429	6
430	4
431	4
432	7
433	9
434	3
435	7
436	7
437	6
438	6
439	4
440	5
441	5
442	6
443	5
444	9
445	4
446	9
447	6
448	6
449	6
450	6
451	4
452	3
453	9
454	6
455	10
456	5
457	9
458	5
459	14
460	5
461	5
462	5
463	8
464	6
465	9
466	8
467	5
468	7
469	8
470	5
471	5
472	5
473	6
474	6
475	3
476	8
477	5
478	5
479	7
480	7
481	2
482	4
483	11
484	3
485	4
486	8
487	4
488	4
489	6
490	5
491	5
492	8
493	7
494	5
495	6
496	3
497	7
498	6
499	3
500	5
501	4
502	6
503	3
504	3
505	6
506	7
507	4
508	4
509	6
510	4
511	4
512	7
513	3
514	2
515	3
516	2
517	6
518	6
519	3
520	4
521	6
522	2
523	2
524	2
525	7
526	6
527	4
529	3
530	4
531	3
532	2
533	4
534	5
535	7
536	2
537	3
538	1
540	1
541	8
542	3
543	7
544	12
545	3
546	5
547	3
548	1
549	4
550	6
551	2
552	4
553	5
554	5
555	4
556	3
557	4
558	2
559	2
560	1
561	2
562	4
563	2
565	2
566	6
567	4
568	5
569	3
571	2
572	3
573	2
574	7
575	7
576	6
577	1
578	4
579	3
580	3
581	4
582	1
583	3
584	4
585	4
586	4
587	3
588	1
589	3
590	5
592	1
593	3
594	5
595	2
596	3
597	1
598	3
600	4
601	4
602	1
603	2
604	3
605	1
606	3
607	1
608	2
609	1
610	4
611	6
612	4
613	2
614	6
615	1
616	2
618	2
620	2
621	3
622	5
623	1
624	6
625	4
626	2
627	2
628	2
629	3
630	2
631	3
632	4
633	3
634	4
635	2
636	1
637	4
638	4
639	2
640	1
641	3
642	3
643	5
645	5
646	2
647	2
649	4
650	1
651	2
652	1
653	2
654	4
655	5
656	1
658	3
659	3
660	3
661	1
662	3
663	1
664	3
665	3
666	3
667	1
668	2
669	4
670	1
671	2
672	1
675	2
676	1
677	1
678	3
679	5
680	2
681	4
682	1
683	4
684	3
685	1
686	3
687	3
688	3
689	2
690	2
691	1
692	3
693	3
695	2
696	2
700	2
701	4
703	2
704	3
706	3
707	1
708	1
709	1
711	2
712	6
714	2
715	2
716	1
717	1
718	3
719	3
720	2
721	1
722	2
724	1
725	3
726	1
727	2
728	1
732	2
735	2
739	2
740	2
741	1
742	1
744	4
745	2
747	1
748	1
750	1
751	1
752	3
757	1
759	2
760	2
761	2
762	1
763	3
765	2
770	4
772	1
773	1
774	1
775	1
776	1
778	3
779	2
780	1
782	1
783	1
784	1
785	1
786	3
787	3
790	3
792	1
793	1
794	2
795	1
798	2
799	1
800	3
801	1
802	1
803	1
804	1
805	1
806	2
807	4
808	1
809	1
810	1
811	3
812	2
813	1
815	3
816	2
817	2
820	1
821	4
822	3
824	1
825	1
826	1
828	2
829	1
830	2
832	4
834	2
835	2
836	2
837	1
838	1
839	2
840	2
847	1
849	1
850	1
851	1
852	1
853	2
854	1
855	4
857	1
859	1
861	4
862	3
865	2
866	1
867	1
868	2
869	1
870	2
872	1
873	2
876	2
879	2
880	1
882	1
883	1
884	1
886	1
888	2
889	1
893	2
894	2
895	3
896	1
897	1
898	1
899	1
900	1
901	1
902	1
905	2
907	2
908	3
910	1
912	2
913	1
914	1
915	1
917	2
921	2
928	3
929	2
930	1
931	2
932	2
934	2
935	1
936	3
938	1
939	1
940	1
941	1
942	1
943	3
945	3
946	1
947	1
948	2
949	1
950	1
951	1
952	2
953	1
954	1
959	2
961	1
962	1
965	1
966	2
967	1
969	1
970	1
972	2
974	1
975	1
976	2
980	1
982	2
984	1
985	1
987	1
991	2
992	1
993	2
998	2
999	2
1000	263
2000	51
3000	23
4000	6
5000	3
6000	1
8000	2
